Acolyte; Medium humanoid (any race); any alignment; 10; ; 9; 2d8; 30 ft.; 10; 10; 10; 10; 14; 11; ; Medicine +4, Religion +2; ; ; ; passive Perception 10; any one language (usually Common); 1/4; 50; ; Club. Melee Weapon Attack: +2 to hit, reach 5 ft., one target.<br>Hit: 2 (1d4) bludgeoning damage.; ; Spellcasting.The acolyte is a 1st-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 12, +4 to hit with <br>spell attacks). The acolyte has following cleric spells prepared:<br>Cantrips (at will): light, sacred flame, thaumaturgy<br>1st level (3 slots): bless, cure wounds, sanctuary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuo-Toa; Medium humanoid (kuo-toa); neutral evil; 13; natural armor, shield; 18; ; 30 ft., swim 30 ft.; 13; 10; 11; 11; 10; 8; ; Perception +4; ; ; ; darkvision 120ft., passive Perception 14; Undercommon; 1/4; 50; ; Bite. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 3 (1d4 + 1) piercing damage. <br><br>Spear. Melee or Ranged Weapon Attack: +3 t0 hit, reach 5 ft. or range 20f60 ft., one target. Hit: 4 (1d6 + 1) piercing damage, or 5 (1d8 + 1) piercing damage if used with two hands to make a melee attack. <br><br>Net. Ranged Weapon Attack: +3 to hit, range Sf15 ft., one Large or smaller creature. Hit: The target is restrained. A creature can use its action to make a DC 10 Strength check to free itself or another creature in a net, ending the effect on a success. Dealing 5 slashing damage to the net (AC 10) frees the target without harming it and destroys the net. <br><br>Sticky Shield. When a creature misses the kuo-toa with a melee weapon attack, the kuo-toa uses its sticky shield to catch the weapon. The attacker must succeed on a DC 11 Strength saving throw, or the weapon becomes stuck to the kuo-toa's shield. If the weapon's wielder can't or won't let go of the weapon, the wielder is grappled while the weapon is stuck. While stuck, the weapon can't be used. A creature can pull the weapon free by taking an action to make a DC 11 Strength check and succeeding. ; ; Amphibious. The kuo-toa can breathe air and water. <br><br>Otherworldly Perception. The kuo-toa can sense the presence of any creature within 30 feet of it that is invisible or on the Ethereal Plane. It can pinpoint such a creature that is moving. <br><br>Slippery. The kuo-toa has advantage on ability checks and saving throws made to escape a grapple. <br><br>Sunlight Sensitivity. While in sunlight, the kuo-toa has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Langdedrosa Cyanwrath; medium Humanoid; lawful evil; 17; splint; 57; 6d12+18; 30 ft.; 19; 13; 16; 10; 14; 12; Str +6,  Con +5; Athletics +6,  Intimidation +3,  Perception  +4; lightning; ; ; blindsight  10 ft.,  darkvision  60 ft.,  passive  Perception  14 ; Common,  Draconic ; 4; 1,100; ; Multiattack. Langdedrosa attacks twice,  either with  his greatsword  or spear.<br>Greatsword.  Melee  Weapon Attack:+6 to  hit,  reach  5 ft., one target.  <br>Hit: 11  (2d6 + 4)  slashing damage.<br>Spear.  Melee  or Ranged Weapon Attack:+6 to hit,  reach  5 ft. or ranged  20 ft./60 ft.,  one target.  Hit:  7 (1d6 + 4)  piercing damage.<br>Lightning Breath  (Recharge 5-6 ). Langdedrosa  breathes lightning in  a  30-foot line that is  5 feet wide.  Each  creature in the line must make a  DC  13  Dexterity saving throw, taking <br>22  (4d10)  lightning damage on  a failed  save,  or half as  much damage on  a  successful one.; ; Action Surge  (Recharges when Langdedrosa Finishes a Short or Long Rest). On  his turn,  Langdedrosa can take one additional action.<br>Improved Critical. Langdedrosa's weapon  attacks  score a critical  hit on  a  roll  of 19 or 20.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lizardfolk; Medium humanoid (lizardfolk); neutral; 15; natural armor, shield; 22; 4d8+4; 30 ft., swim 30ft.; 15; 10; 13; 7; 12; 7; ; Perception +3, Stealth +4, Survival +5; ; ; ; passive Perception 13; Draconic; 1/2; 100; ; Multiattack.The lizardfolk makes two melee attacks, each one with a different weapon.<br>Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. <br>Hit:5 (1d6 + 2) piercing damage.<br>Heavy Club. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. <br>Hit:5 (1d6 + 2) bludgeoning damage.<br>Javelin. Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 30/120 ft., one target. <br>Hit:5 (1d6 + 2) piercing damage.<br>Spiked Shield. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. <br>Hit:5 (1d6 + 2) piercing damage.<br>; ; Hold Breath. The lizardfolk can hold its breath for 15 minutes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mage; Medium humanoid (any race); any alignment; 12; 15 with Mage Armor; 40; 9d8; 30; 9; 14; 11; 17; 12; 11; Int +6, Wis +4; Arcana +6, History +6; ; ; ; passive Perception 11; any four languages; 6; 2,300; ; Dagger. Melee or Ranged Weapon Attack: +5 to hit, reach 5 ft. or range 20/60 ft., one target.<br>Hit:4 (1d4 + 2) piercing damage.; ; Spellcasting.The mage is a 9th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 14, +6 to hit with spell attacks). The mage has the following wizard spells prepared:<br>Cantrips (at will): fire bolt, light, mage hand, prestidigitation<br>1st level (4 slots): detect magic, mage armor, magic missile, shield<br>2nd level (3 slots): misty step, suggestion<br>3rd level (3 slots): counterspell, fireball, fly<br>4th level (3 slots): greater invisibility, ice storm<br>5th level (1 slot): cone of cold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merrow; Large monstrosity; chaotic evil; 13; natural armor; 45; 6d10+12; 10ft., swim 40ft.; 18; 10; 15; 8; 10; 9; ; ; ; ; ; darkvision 60ft., passive Perception 12; Abyssal, Aquan; 2; 450; ; Multiattack. The merrow makes two attacks: one with its bite and one with its claws or harpoon.<br><br>Bite. Melee Weapon Attack: +6 to hit, reach 5 ft ., one target. Hit: 8 (1d8 + 4) piercing damage.<br><br>Claws. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 9 (2d4 + 4) slashing damage.<br><br>Harpoon. Melee or Ranged Weapon Attack: +6 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 11 (2d6 + 4) piercing damage. If the target is a Huge or smaller creature, it must succeed on a Strength contest against the merrow or be pulled up to 20 feet toward the merrow.; ; Amphibious. The merrow can breathe air and water.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merrow; Large monstrosity; chaotic evil; 13; natural; 45; 6d10+12; 10 ft., swim 40 ft.; 18; 10; 15; 8; 10; 9; ; ; ; ; ; darkvision 60 ft., PP12; Abyssal, Aquan; 2; 450; ; Multiattack. The merrow makes two attacks: one with its bite and one with its claws or harpoon.<br><br>Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 8 (1d8 + 4) piercing damage.<br><br>Claws. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 9 (2d4 + 4) slashing damage.<br><br>Harpoon. Melee or Ranged Weapon Attack: +6 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 11 (2d6 + 4) piercing damage. If the target is a Huge or smaller creature, it must succeed on a Strength contest against the merrow or be pulled up to 20 feet toward the merrow.; ; Amphibious. The merrow can breathe air and water.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minotaur Skeleton; Large undead; lawful evil; 12; natural; 67; 9d10+18; 40 ft.; 18; 11; 15; 6; 8; 5; ; ; ; poison; exhaustion, poisoned; darkvision 60 ft., passive Perception 9; understands Abyssal but can't speak; 2; 450; ; Greataxe. Melee Weapon Attack: +6 to hi t, reach 5 ft., one<br>target. Hit: 17 (2d12 + 4) slashing damage.<br><br>Gore. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) piercing damage.; ; Damage Vulnerabilities: bludgeoning<br><br>Charge. If the skeleton moves at least 10 feet straight toward a target and then hits it with a gore attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be pushed up to 10 feet away and knocked prone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mummy Lord; Medium undead; lawful evil; 17; natural; 97; 13d8+39; 20; 18; 10; 17; 11; 18; 16; Con +8, Int +5, Wis +9, Cha+8; History +5, Religion +5; ; necrotic, poison, bludgeoning, piercing and slashing from nonmagical weapons; charmed, exhaustion, frightened, paralyzed, poisoned; darkvision 60 ft., PP14; the languages that it knew in life; 15; 13000; ; Multiattack. The mummy can use its Dreadful Glare and makes one attack with its rotting fist.<br><br>Rotting Fist. Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 14 (3d6 + 4) bludgeoning damage plus 21 (6d6) necrotic damage. If the target is a creature, it must succeed on a DC 16 Constitution saving throw or be cursed with mummy rot. The cursed target can't regain hit points, and its hit point maximum decreases by 10 (3d6) for every 24 hours that elapse.<br>If the curse reduces the target's hit point maximum to 0, the target dies, and its body turns to dust. The curse lasts until removed by the remove curse spell or other magic.<br><br>Dreadful Glare. The mummy lord targets one creature it can see within 60 feet of it. If the target can see the mummy lord, it must succeed on a DC 16 Wisdom saving throw against this magic or become frightened until the end of the mummy's next turn. If the target fails the saving throw by 5 or more, it is also paralyzed for the same duration. A target that succeeds on the<br>saving throw is immune to the Dreadful Glare of all mummies and mummy lords for the next 24 hours.; The mummy lord can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The mummy lord regains spent legendary actions at the start of its turn.<br><br>Attack. The mummy lord makes one attack with its rotting fist or uses its Dreadful Glare.<br><br>Blinding Dust. Blinding dust and sand swirls magically around the mummy lord. Each creature within 5 feet of the mummy lord must succeed on a DC 16 Constitution saving throw or be blinded until the end of the creature's next turn.<br><br>Blasphemous Word (Costs 2 Actions). The mummy lord utters a blasphemous word. Each non-undead creature within 10 feet of the mummy lord that can hear the magical utterance must succeed on a DC 16 Constitution saving throw or be stunned until the end of the mummy lord's next turn. <br><br>Channel Negative Energy (Costs 2 Actions). The mummy lord magically unleashes negative energy. Creatures within 60 feet of the mummy lord, including ones behind barriers and around corners, can't regain hit points until the end of the mummy lord's next turn.<br><br>Whirlwind of Sand (Costs 2 Actions). The mummy lord<br>magically transforms into a whirlwind of sand, moves up to 60 feet, and reverts to its normal form. While in whirlwind form, the mummy lord is immune to all damage, and it can't be grappled, petrified, knocked prone, restrained, or stunned. Equipment worn or carried by the mummy lord remain in its possession.; Damage vulnerabilities: fire<br><br>Magic Resistance. The mummy lord has advantage on saving throws against spells and other magical effects.<br><br>Rejuvenation. A destroyed mummy lord gains a new body in 24 hours if its heart is intact, regaining all its hit points and becoming active again. The new body appears within 5 feet of the mummy lord's heart.<br><br>Spellcasting. The mummy lord is a 10th-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 17, +9 to hit with spell attacks). The mummy lord has the following cleric spells prepared:<br>Cantrips (at will): sacred flame, thaumaturgy<br>1st level (4 slots): command, guiding bolt, shield of faith<br>2nd level (3 slots): hold person, silence, spiritual weapon<br>3rd level (3 slots): animate dead, dispel magic<br>4th level (3 slots): divination, guardian of faith<br>5th level (2 slots): contagion, insect plague<br>6th level (1 slot): harm,,,,,,,,,,,,,,,,,,,,,,,,,
Noble; Medium humanoid (any race); any alignment; 15; breastplate; 9; 2d8; 30 ft.; 11; 12; 11; 12; 14; 16; ; Deception +5, Insight +4, Persuasion +5; ; ; ; passive Perception 10; any two languages; 1/8; 25; ; Rapier. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. <br>Hit:5 (1d8 + 1) piercing damage.<br><br>Reactions<br>Parry. The noble adds 2 to its AC against one melee attack that would hit it. To do so, the noble must see the attacker and be wielding a melee weapon.<br>; ;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ogre; Large giant; chaotic evil; 11; hide armor; 59; 7d10+21; 40 ft.; 19; 8; 16; 5; 7; 7; ; ; ; ; ; darkvision 60 ft., passive Perception 8; Common, Giant; 2; 450; ; Greatclub. Melee Weapon Attack:+6 to hit, reach 5 ft., one target. <br>Hit:13 (2d8 + 4) bludgeoning damage.<br>Javelin. Melee or Ranged Weapon Attack:+6 to hit, reach 5 ft. or range 30/120 ft., one target.<br>Hit:11 (2d6 + 4) piercing damage.<br>; ;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orc; Medium humanoid (orc); chaotic evil; 13; hide armor; 15; 2d8+6; 30 ft.; 16; 12; 16; 7; 11; 10; ; Intimidation +2; ; ; ; darkvision 60 ft., passive Perception 10; Common, Orc; 1/2; 100; ; Greataxe. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. <br>Hit:9 (1d12 + 3) slashing damage.<br>Javelin. Melee or Ranged Weapon Attack: +5 to hit, reach 5 ft. or range 30/120 ft., one target. <br>Hit:6 (1d6 + 3) piercing damage.; ; Aggressive.As a bonus action, the orc can move up to its speed <br>toward a hostile creature that it can see.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otyugh; Large aberration; neutral; 14; natural armor; 114; 12d10+48; 30 ft.; 16; 11; 19; 6; 13; 6; Con +7; ; ; ; ; darkvision 120 ft., passive Perception 11; Otyugh; 5; 1,800; ; Multiattack. The otyugh makes three attacks: one with its bite and two with its tentacles.<br>Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. <br>Hit:12 (2d8 + 3) piercing damage. If the target is a creature, it must succeed on a DC 15 Constitution saving throw against disease or become poisoned until the disease is cured. Every 24 hours that elapse, the target must repeat the saving throw, reducing its hit point maximum by 5 (1d10) on a failure. The disease is cured on a success. The target dies if the disease reduces its hit point maximum to 0. This reduction to the target's hit point maximum lasts until the disease is cured.<br>Tentacle. Melee Weapon Attack: +6 to hit, reach 10 ft., one target. <br>Hit:7 (1d8 + 3) bludgeoning damage plus 4 (1d8) piercing damage. If the target is Medium or smaller, it is grappled (escape DC 13) and restrained until the grapple ends. The otyugh has two tentacles, each of which can grapple one target.<br>Tentacle Slam. The otyugh slams creatures grappled by it into each other or a solid surface. Each creature must succeed on a DC 14 Strength saving throw or take 10 (2d6 + 3) bludgeoning damage and be stunned until the end of the otyugh's next turn. On a successful save, the target takes half the bludgeoning damage and isn't stunned.<br>; ; Limited Telepathy. The otyugh can magically transmit simple messages and images to any creature within 120 feet of it that can understand a language. This form of telepathy doesn't allow the receiving creature to telepathically respond.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Owlbear; Large monstrosity; unalinged;13; natural armor;59; 7d10 + 21; 40ft;20;12;17;3;12;7; ; Perception +3; darkvision 60ft, PP 13; ; ; ; ;3;700; ; <b>Multiattack.</b> The owlbear makes thwo attacks: one with its beak and one with its claws.<br><br><b>Beak.</b> <i>Melee Weapon Attack:</i> +7 to hit, reach 5ft, one creature. <i>Hit:</i> 10 (1d10 +5) piercing damage.<br><br><b>Claws.</b> <i>Melee Weapon Attack:</i> +7 to hit, reach 5ft, one target. <i>Hit:</i> 14 (2d8 +5) slashing damage.; ; <b>Keen Sight and Smell.</b> The owlbear has advantage on WIS (Perception) checks that rely on sight or smell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peryton; Medium monstrosity; chaotic evil; 13; natural armor; 33; 6d8+6; 20ft., fly 60ft.; 16; 12; 13; 9; 12; 10; ; Perception +5; bludgeoning, piercing, and slashing from  nonmagical weapons; ; ; passive Perception 15; understands Common and Elvish but can't speak; 2; 450; ; Multiattack. The peryton makes one gore attack and one talon attack.<br>Gore. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. <br>Hit: 7 (1d8 + 3) piercing damage.<br>Talons. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. <br>Hit:8 (2d4 + 3) piercing damage.<br>; ; Dive Attack.If the peryton is flying and dives at least 30 feet straight toward a target and then hits it with a melee weapon attack, the attack deals an extra 9 (2d8) damage to the target.<br>Flyby.The peryton doesn't provoke an opportunity attack when it flies out of an enemy's reach.<br>Keen Sight and Smell.The peryton has advantage on Wisdom (Perception) checks that rely on sight or smell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pharblex Spattergoo; Medium  humanoid  (bullywug); chaotic evil; 15; studded leather, Shield; 59; 7d8+28; 20ft., swim 40ft.; 15; 12; 18; 11; 16; 7; Str +4,  Con +6 ; Perception +5,  Religion +2, Stealth +3 ; ; ; ; passive  Perception  15 ; Common,  Bullywug ; 3; 700; ; Multiattack. Pharblex attacks twice, once with  his  bite and once with  his  spear.<br>Bite.  Melee  Weapon Attack:+5 to hit,  reach  5 ft.,  one target.<br>Hit:  4 ( 1d4 +  2)  piercing damage.<br>Spear.  Melee or Ranged Weapon  Attack:+5 to hit,  reach  5 ft. or ranged  20 ft./60 ft.,  one target.  <br>Hit: 5  ( 1d6 + 2)  piercing damage.; ; Amphibious. Pharblex can  breathe air and water.<br>Poison Strike (3/Day).Once  per turn, when  Pharblex hits with  a melee attack,  he can  expend  a  use of this trait to deal  an  extra 9 (2d8)  poison  damage.<br>Spellcasting. Pharblex is a 6th-level  spellcaster that uses Wisdom  as  his  spellcasting ability  (spell  save  DC  13, +5 to  hit with  spell  attacks).  Pharblex has the following spells  prepared from the druid  spell  list:<br>Cantrips  (at will): druidcraft,  guidance, poison cloud<br>1st level  (4 slots):  cure  wounds,  entangle,  healing word, thunderwave<br>2nd  level  (3  slots):  barkskin,  beast sense,  spike growth<br>3rd  level  (3  slots): plant growth,  water walk <br>Standing Leap.As  part of his  movement and without a running start,  Pharblex can  long jump  up to 20 feet and high jump  up to  10 feet.<br>Swamp Camouflage. Pharblex has advantage on Dexterity  (Stealth)  checks  made to  hide  in  swampy terrain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pixie; Tiny fey; netural good;15; ;1; 1d4 - 1; 10ft, fly 30ft;2;20;8;10;14;15; ; Perception +4, Stealth +7; ; ; ; PP 14; Sylvan; 1/4;50; ; <b>Superior Invisibility.</b> The pixie magically turns invisible until its concentration ends (as if concentrating on a spell). Any equipment the picie wears or carries is invisible with it.; ; <b>Magic Resistance.</b> The pixie has advantage on saving throws against spells and other magical effects.<br><br><b>Innate Spellcasting.</b> The pixie's innate spellcasting ability is CHA (spell save DC 12) it can innately cast the following spells, requiring only its pixie dust as a component:<br><br>At will: <i>druidcraft (236)</i><br>1/day each: <i>confusion(234), dancing lights(230), detect evil and good(231), detect thoughts(231), dispel magic(234), entangle(238), fly(243), phantasmal force(264), polymorph(266), sleep(276)</i>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poltergeist; Medium undead; chaotic evil; 12; ; 22; 5d8; 0 ft., fly 50 ft. (hover); 1; 14; 11; 10; 10; 11; ; ; acid, cold, fire, lightning, thunder, bludgeoning, piercing and slashing from nonmagical weapons; necrotic, poison; charmed, exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious; darkvision 60 ft., passive Perception 10; can't speak; 1; 200; ; Forceful Slam. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 10 (3d6) force damage.<br>Telekinetic Thrust. The poltergeist targets a creature or unattended object within 30 feet of it. A creature must be Medium or smaller to be affected by this magic, and an object can weigh up to 150 pounds. If the target is a creature, the poltergeist makes a Charisma check contested by the target's Strength check. If the poltergeist wins the contest, the poltergeist hurls the target up to 30 feet in any direction, including upward. If the target then comes into contact with a hard surface or heavy object, the target takes 1d6 damage per 10 feet moved. If the target is an object that isn't being worn or carried, the poltergeist hurls it up to 30 feet in any direction. The poltergeist can use the object as a ranged weapon, attacking one creature along the object's path (+4 to hit) and dealing 5 (2d4) bludgeoning damage on a hit.; ; Incorporeal Movement. The specter can move through other creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn inside an object.<br>Sunlight Sensitivity. While in sunlight, the specter has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.<br>Invisibility. The poltergeist is invisible.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Priest; Medium humanoid (any race); any alignment; 13; chain shirt; 27; 5d8+5; 25 ft.; 10; 10; 12; 13; 16; 13; ; Medicine +7, Persuasion +3, Religion +4; ; ; ; passive Perception 13; any two languages; 2; 450; ; Mace. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. <br>Hit:3 (1d6) bludgeoning damage.; ; Divine Eminence.As a bonus action, the priest can expend a spell slot to cause its melee weapon attacks to magically deal an extra 10 (3d6) radiant damage to a target on a hit. This benefit lasts until the end of the turn. If the priest expends a spell slot of 2nd level or higher, the extra damage increases by 1d6 for each level above 1st.<br>Spellcasting.The priest is a 5th-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 13, +5 to hit with spell attacks). The priest has the following cleric spells prepared:<br>Cantrips (at will): light,sacred flame, thaumaturgy<br>1st level (4 slots): cure wounds,guiding bolt, sanctuary<br>2nd level (3 slots): lesser restoration, spiritual weapon<br>3rd level (2 slots): dispel magic, spirit guardians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudodragon; Tiny dragon; netural good; 13; natural; 7; 2d4+2; 15 ft., fly 60 ft.; 6; 15; 13; 10; 12; 10; ; Perception +3, Stealth +4; ; ; ; blindsight 10 ft., darkvision 60 ft., PP 13; understands Common and Draconic but can't speak; 1/4; 50; ; Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) piercing damage.<br>Sting. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 4 (1d4 + 2) piercing damage, and the target must succeed on a DC 11 Constitution saving throw or become poisoned for 1 hour. If the saving throw fails by 5 or more, the target falls unconscious for the same duration, or until it takes damage or another creature uses an action to shake it awake.; ; Keen Senses. The pseudodragon has advantage on Wisdom (Perception) checks that rely on sight, hearing, or smell.<br><br>Magic Resistance. The pseudodragon has advantage on saving throws against spells and other magical effects.<br><br>Limited Telepathy. The pseudodragon can magically<br>communicate simple ideas, emotions, and images<br>telepathically with any creature within 100 feet of it that can understand a language.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quaggoth; Medium humanoid (quaggoth); chaotic neutral; 13; natural; 45; 6d8+18; 30ft., climb 30ft.; 17; 12; 16; 6; 12; 7; ; Athletics +5; ; poison; poisoned; darkvision 120,passive perception 10; Undercommon; 2; 450; ; Multiattack. The quaggoth makes two claw attacks.<br>Claw. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (ld6 + 3) slashing damage.; ; Wounded Fury. While it has 10 hit points or fewer, the<br>quaggoth has advantage on attack rolls. In addition, it deals an extra 7 (2d6) damage to any target it hits with a melee attack.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rath Modar; Medium  humanoid  (human);  lawful evil; 13; 16 with mage armor; 71; 11d8+22; 30 ft.; 11; 16; 14; 18; 14; 10;  Int +7, Wis +5; Arcana +7,  Deception +3,  Insight +5,  Stealth +6 ; ; ; ; passive Perception 12; Common,  Draconic,  Infernal,  Primordial, Thayan ; 6; 2,300; ; Quarterstaff.  Melee  Weapon Attack:  +4to  hit,  reach  5 ft.,  one target.  Hit:  4 ( 1d8)  bludgeoning damage.<br><br>Reactions <br>Illusory Self (Recharges when  Rath  Finishes a Short or Long Rest).When  a  creature  Rath  can  see  makes  an  attack roll against him,  he can  interpose an  illusory duplicate  between the attacker and  him. The attack automatically  misses  Rath, then the  illusion  dissipates.; ; Special Equipment. Rath  has  a  staff of fire, and  scrolls of dimension  door, featherfall, and  fireball.<br>Spellcasting. Rath  is  an  11th-level  spellcaster who  uses Intelligence as  his  spellcasting ability  (spell  save  DC  15, +7 to hit with  spell  attacks).  Rath  has the following spells  prepared <br>from the wizard  spell  list:<br>Cantrips  (at will) : fire  bolt,  minor illusion, prestidigitation, shocking grasp<br>1st level  (4 slots): chromatic orb,  color spray,  mage armor,  magic missile<br>2nd  level  (3  slots):  detect thoughts,  mirror image,  phantasmal force<br>3rd  level  (3  slots): counterspell, fireball,  major image<br>4th  level  (3  slots): confusion,  greater invisibility<br>5th  level  (2 slots):  mislead,  seeming<br>6th  level  (1  slot): globe  of invulnerability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenant; Medium undead; neutral; 13; leather armor; 136; 16d8 + 64; 30 ft.; 18; 14; 18; 13; 16; 18; Str+7, Con+7, Wis+6, Cha+7; ; necrotic, psychic; poison; charmed, exhaustion, frightened, paralyzed, poisoned, stunned; darkvision 60 ft., passive Perception 13; the languages it knew in life; 5; 1800; ; Multiattack. The revenant makes two fist attacks. <br>Fist. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage. If the target is a creature against which the revenant has sworn vengeance, the target takes an extra 14 (4d6) bludgeoning damage. Instead of dealing damage, the revenant can grapple the target (escape DC 14) provided the target is Large or smaller. <br>Vengeful Glare. The revenant targets one creature it can see within 30 feet of it and against which it has sworn vengeance. The target must make a DC 15 Wisdom saving throw. On a failure, the target is paralyzed until the revenant deals damage to it, or until the end of the revenant's next turn. When the paralysis ends, the target is frightened of the revenant for 1 minute. The frightened target can repeat the saving throw at the end of each of its turns, with disadvantage if it can see the revenant, ending the frightened condition on itself on a success.; ; Regeneration. The revenant regains 10 hit points at the start of its turn. If the revenant takes fire or radiant damage, this trait doesn't function at the start of the revenant's next turn. The revenant's body is destroyed only if it starts its turn with 0 hit points and doesn't regenerate.<br><br>Rejuvenation. When the revenant's body is destroyed, its soul lingers. After 24 hours, the soul inhabits and animates another corpse on the same plane of existence and regains all its hit points. While the soul is bodiless, a wish spell can be used to force the soul to go to the afterlife and not return.<br><br>Turn Immunity. The revenant is immune to effects that turn undead.<br><br>Vengeful Tracker. The revenant knows the distance to and direction of any creature against which it seeks revenge, even if the creature and the revenant are on different planes of existence. If the creature being tracked by the revenant dies, the revenant knows.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
